Player,Pos,Squad,Comp,Age,MP,Starts,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Ast_stats_passing,xAG_stats_passing,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,FK_stats_passing_types,Cmp_stats_passing_types,Blocks,PassLive,PassDead,Tkl,TklW,Tkl%,Blocks_stats_defense,Pass,Int,Tkl+Int,Clr,Tkld,Tkld%,Int_stats_misc,TklW_stats_misc
Juan Miranda,DF,Bologna,it Serie A,24.0,31,25,1760,es ESP,DF,it Serie A,24.0,2000.0,25.3,6,6.1,163,1760,es ESP,DF,it Serie A,24.0,2000.0,25.3,1877,80,1420,27,57,32,32,18,42.4,21,18,23,55,50,12,60.0,23,18
Tyrick Mitchell,DF,Crystal Palace,eng Premier League,24.0,37,37,1762,eng ENG,DF,eng Premier League,24.0,1999.0,34.4,5,6.4,70,1762,eng ENG,DF,eng Premier League,24.0,1999.0,34.4,1355,8,976,61,65,1,91,55,54.3,68,56,19,110,108,17,44.7,19,55
Maximilian Mittelstädt,DF,Stuttgart,de Bundesliga,27.0,31,28,1764,de GER,DF,de Bundesliga,27.0,1997.0,27.4,7,4.7,182,1764,de GER,DF,de Bundesliga,27.0,1997.0,27.4,2035,29,1698,28,87,8,79,54,72.6,47,36,47,126,96,14,36.8,47,54
Rui Modesto,"DF,MF",Udinese,it Serie A,24.0,20,4,1768,ao ANG,"DF,MF",it Serie A,24.0,1999.0,6.8,1,0.8,22,1768,ao ANG,"DF,MF",it Serie A,24.0,1999.0,6.8,310,1,231,8,22,1,16,12,77.8,10,10,8,24,13,5,62.5,8,12
Johan Mojica,DF,Mallorca,es La Liga,31.0,36,30,1773,co COL,DF,es La Liga,31.0,1992.0,30.6,2,4.1,130,1773,co COL,DF,es La Liga,31.0,1992.0,30.6,1641,28,1217,51,67,7,35,23,47.5,13,8,26,61,84,48,53.9,26,23
David Mokwa,"DF,FW",Hoffenheim,de Bundesliga,20.0,2,0,1774,fr FRA,"DF,FW",de Bundesliga,20.0,2004.0,0.2,0,0.0,0,1774,fr FRA,"DF,FW",de Bundesliga,20.0,2004.0,0.2,4,0,1,0,0,0,1,0,,0,0,0,1,0,0,0.0,0,0
Nahuel Molina,DF,Atlético Madrid,es La Liga,26.0,30,17,1776,ar ARG,DF,es La Liga,26.0,1998.0,17.7,3,1.5,61,1776,ar ARG,DF,es La Liga,26.0,1998.0,17.7,1182,15,945,37,32,6,44,19,55.4,16,13,13,57,53,13,43.3,13,19
Gonzalo Montiel,"DF,MF",Sevilla,es La Liga,27.0,6,1,1780,ar ARG,"DF,MF",es La Liga,27.0,1997.0,1.3,0,0.0,2,1780,ar ARG,"DF,MF",es La Liga,27.0,1997.0,1.3,78,2,68,1,2,0,4,2,75.0,0,0,2,6,11,0,0.0,2,2
Morato,DF,Nott'ham Forest,eng Premier League,23.0,26,6,1784,br BRA,DF,eng Premier League,23.0,2001.0,10.1,0,0.0,19,1784,br BRA,DF,eng Premier League,23.0,2001.0,10.1,309,11,238,11,3,0,22,14,61.9,14,9,10,32,78,0,0.0,10,14
Diego Moreira,"DF,MF",Strasbourg,fr Ligue 1,19.0,32,29,1785,pt POR,"DF,MF",fr Ligue 1,19.0,2004.0,28.5,7,7.3,87,1785,pt POR,"DF,MF",fr Ligue 1,19.0,2004.0,28.5,1327,27,1028,30,44,5,44,28,48.0,23,19,35,79,65,59,47.2,35,28
Alberto Moreno,DF,Como,it Serie A,32.0,24,21,1786,es ESP,DF,it Serie A,32.0,1992.0,19.2,0,1.2,81,1786,es ESP,DF,it Serie A,32.0,1992.0,19.2,1082,31,893,20,32,3,25,11,46.2,12,9,14,39,40,3,42.9,14,11
Álex Moreno,"DF,MF",Nott'ham Forest,eng Premier League,31.0,15,11,1787,es ESP,"DF,MF",eng Premier League,31.0,1993.0,10.6,1,1.3,34,1787,es ESP,"DF,MF",eng Premier League,31.0,1993.0,10.6,428,1,308,10,15,1,25,18,38.5,11,6,15,40,43,8,38.1,15,18
Matias Moreno,DF,Fiorentina,it Serie A,20.0,4,2,1789,ar ARG,DF,it Serie A,20.0,2003.0,1.6,0,0.0,6,1789,ar ARG,DF,it Serie A,20.0,2003.0,1.6,71,4,58,3,2,0,8,8,100.0,5,4,1,9,9,0,0.0,1,8
Mateu Morey,DF,Mallorca,es La Liga,24.0,16,8,1792,es ESP,DF,es La Liga,24.0,2000.0,8.2,0,0.3,17,1792,es ESP,DF,es La Liga,24.0,2000.0,8.2,390,3,301,9,9,0,22,18,54.5,11,11,15,37,32,6,35.3,15,18
Gabriel Moscardo,"MF,DF",Reims,fr Ligue 1,18.0,6,0,1798,br BRA,"MF,DF",fr Ligue 1,18.0,2005.0,0.9,0,0.0,3,1798,br BRA,"MF,DF",fr Ligue 1,18.0,2005.0,0.9,38,1,30,0,0,0,3,1,33.3,3,2,0,3,1,1,50.0,0,1
Cristhian Mosquera,DF,Valencia,es La Liga,20.0,37,37,1799,es ESP,DF,es La Liga,20.0,2004.0,36.9,0,0.0,123,1799,es ESP,DF,es La Liga,20.0,2004.0,36.9,2053,57,1858,9,12,0,56,36,77.5,37,13,35,91,128,4,44.4,35,36
Yerson Mosquera,DF,Wolves,eng Premier League,23.0,5,5,1801,co COL,DF,eng Premier League,23.0,2001.0,4.9,0,0.1,7,1801,co COL,DF,eng Premier League,23.0,2001.0,4.9,240,4,205,3,5,0,11,7,64.3,13,3,10,21,14,0,,10,7
Yael Mouanga,DF,Montpellier,fr Ligue 1,19.0,14,10,1803,fr FRA,DF,fr Ligue 1,19.0,2005.0,10.5,0,0.2,22,1803,fr FRA,DF,fr Ligue 1,19.0,2005.0,10.5,479,12,420,4,4,1,14,8,77.8,16,8,10,24,50,0,0.0,10,8
Santiago Mouriño,DF,Alavés,es La Liga,22.0,25,20,1808,uy URU,DF,es La Liga,22.0,2002.0,20.5,1,0.9,46,1808,uy URU,DF,es La Liga,22.0,2002.0,20.5,691,23,539,8,8,1,43,28,55.3,27,15,29,72,120,5,45.5,29,28
Nordi Mukiele,DF,Leverkusen,de Bundesliga,26.0,15,10,1813,fr FRA,DF,de Bundesliga,26.0,1997.0,10.0,0,1.0,36,1813,fr FRA,DF,de Bundesliga,26.0,1997.0,10.0,607,12,488,15,11,0,20,16,66.7,10,10,16,36,37,7,41.2,16,16
Abdul Mumin,DF,Rayo Vallecano,es La Liga,26.0,24,24,1818,gh GHA,DF,es La Liga,26.0,1998.0,22.4,1,0.2,40,1818,gh GHA,DF,es La Liga,26.0,1998.0,22.4,1085,25,900,4,10,0,37,25,63.0,40,11,23,60,125,4,40.0,23,25
Aihen Muñoz,DF,Real Sociedad,es La Liga,26.0,21,13,1822,es ESP,DF,es La Liga,26.0,1997.0,12.2,0,0.3,38,1822,es ESP,DF,es La Liga,26.0,1997.0,12.2,631,5,448,17,8,0,24,12,50.0,11,5,14,38,47,4,33.3,14,12
Álex Muñoz,DF,Las Palmas,es La Liga,30.0,21,18,1823,es ESP,DF,es La Liga,30.0,1994.0,15.7,0,0.5,45,1823,es ESP,DF,es La Liga,30.0,1994.0,15.7,775,12,618,13,12,1,39,29,55.3,28,17,16,55,69,6,66.7,16,29
Daniel Muñoz,DF,Crystal Palace,eng Premier League,28.0,37,37,1824,co COL,DF,eng Premier League,28.0,1996.0,35.9,5,5.5,97,1824,co COL,DF,eng Premier League,28.0,1996.0,35.9,1492,27,1129,39,69,2,123,80,56.7,40,34,44,167,108,33,58.9,44,80
Javier Muñoz,"MF,DF",Las Palmas,es La Liga,29.0,35,28,1826,es ESP,"MF,DF",es La Liga,29.0,1995.0,28.8,3,2.5,108,1826,es ESP,"MF,DF",es La Liga,29.0,1995.0,28.8,1178,22,918,29,44,4,45,35,34.8,27,23,31,76,39,13,36.1,31,35
Víctor Muñoz,"FW,DF",Real Madrid,es La Liga,21.0,2,0,1827,es ESP,"FW,DF",es La Liga,21.0,2003.0,0.4,0,0.0,0,1827,es ESP,"FW,DF",es La Liga,21.0,2003.0,0.4,12,0,11,1,1,0,0,0,,0,0,0,0,0,2,100.0,0,0
Murillo,DF,Nott'ham Forest,eng Premier League,22.0,36,36,1829,br BRA,DF,eng Premier League,22.0,2002.0,35.4,0,1.2,115,1829,br BRA,DF,eng Premier League,22.0,2002.0,35.4,1450,113,1138,6,30,7,53,36,58.7,69,24,36,89,249,10,27.0,36,36
Phillipp Mwene,DF,Mainz 05,de Bundesliga,30.0,32,32,1842,at AUT,DF,de Bundesliga,30.0,1994.0,29.0,4,1.9,106,1842,at AUT,DF,de Bundesliga,30.0,1994.0,29.0,1272,10,954,39,51,8,51,29,41.3,27,21,24,75,51,25,50.0,24,29
Vitaliy Mykolenko,DF,Everton,eng Premier League,25.0,35,35,1843,ua UKR,DF,eng Premier League,25.0,1999.0,34.2,2,2.6,110,1843,ua UKR,DF,eng Premier League,25.0,1999.0,34.2,1322,13,986,23,40,0,63,38,51.8,25,15,44,107,145,9,45.0,44,38
Joakim Mæhle,DF,Wolfsburg,de Bundesliga,27.0,28,25,1844,dk DEN,DF,de Bundesliga,27.0,1997.0,24.3,4,2.2,88,1844,dk DEN,DF,de Bundesliga,27.0,1997.0,24.3,1205,15,975,30,34,2,34,15,37.8,24,21,25,59,57,38,63.3,25,15
Obite N'Dicka,DF,Roma,it Serie A,24.0,38,38,1845,ci CIV,DF,it Serie A,24.0,1999.0,38.0,1,0.7,107,1845,ci CIV,DF,it Serie A,24.0,1999.0,38.0,2492,56,2295,9,30,0,32,26,66.7,46,16,33,65,150,2,66.7,33,26
Loïc N'Gatta,DF,Auxerre,fr Ligue 1,20.0,2,0,1847,fr FRA,DF,fr Ligue 1,20.0,2003.0,0.1,0,0.0,1,1847,fr FRA,DF,fr Ligue 1,20.0,2003.0,0.1,15,0,13,1,0,0,1,1,50.0,1,1,0,1,1,0,,0,1
Stanley N'Soki,DF,Hoffenheim,de Bundesliga,25.0,22,16,1850,fr FRA,DF,de Bundesliga,25.0,1999.0,14.5,0,0.4,52,1850,fr FRA,DF,de Bundesliga,25.0,1999.0,14.5,838,16,719,8,17,1,22,16,52.2,22,15,26,48,58,3,18.8,26,16
Mickael Nade,DF,Saint-Étienne,fr Ligue 1,25.0,26,25,1851,fr FRA,DF,fr Ligue 1,25.0,1999.0,25.6,2,0.6,72,1851,fr FRA,DF,fr Ligue 1,25.0,1999.0,25.6,1366,47,1229,8,11,1,59,43,77.8,37,18,33,92,132,4,50.0,33,43
Mahamadou Nagida,DF,Rennes,fr Ligue 1,19.0,12,4,1853,cm CMR,DF,fr Ligue 1,19.0,2005.0,4.8,0,0.3,15,1853,cm CMR,DF,fr Ligue 1,19.0,2005.0,4.8,226,4,174,8,6,1,8,6,80.0,3,3,9,17,6,5,35.7,9,6
Yael Nandjou,DF,Nice,fr Ligue 1,19.0,3,2,1856,fr FRA,DF,fr Ligue 1,19.0,2005.0,1.7,0,0.7,3,1856,fr FRA,DF,fr Ligue 1,19.0,2005.0,1.7,66,0,50,3,4,0,4,1,50.0,4,3,4,8,7,0,0.0,4,1
Matija Nastasić,DF,Leganés,es La Liga,31.0,26,24,1858,rs SRB,DF,es La Liga,31.0,1993.0,23.4,0,0.1,59,1858,rs SRB,DF,es La Liga,31.0,1993.0,23.4,852,31,704,4,5,0,25,11,68.0,39,9,21,46,165,0,0.0,21,11
Natan,DF,Betis,es La Liga,23.0,31,23,1859,br BRA,DF,es La Liga,23.0,2001.0,24.2,1,0.6,52,1859,br BRA,DF,es La Liga,23.0,2001.0,24.2,1265,48,1122,0,9,0,35,24,86.7,24,10,28,63,123,0,0.0,28,24
Pau Navarro,DF,Villarreal,es La Liga,19.0,17,8,1860,es ESP,DF,es La Liga,19.0,2005.0,10.2,0,0.0,40,1860,es ESP,DF,es La Liga,19.0,2005.0,10.2,577,19,517,2,6,0,23,17,48.7,13,7,4,27,41,4,57.1,4,17
Youssouf Ndayishimiye,DF,Nice,fr Ligue 1,25.0,23,22,1864,bi BDI,DF,fr Ligue 1,25.0,1998.0,21.5,0,0.2,86,1864,bi BDI,DF,fr Ligue 1,25.0,1998.0,21.5,1316,52,1177,9,23,0,40,21,59.3,35,16,21,61,117,2,25.0,21,21
Wilfried Ndollo,DF,Montpellier,fr Ligue 1,19.0,8,3,1869,cm CMR,DF,fr Ligue 1,19.0,2005.0,4.5,0,0.0,7,1869,cm CMR,DF,fr Ligue 1,19.0,2005.0,4.5,190,2,151,7,2,1,6,5,50.0,9,8,7,13,11,3,37.5,7,5
Cher Ndour,"MF,DF",Fiorentina,it Serie A,20.0,9,4,1871,it ITA,"MF,DF",it Serie A,20.0,2004.0,4.5,0,0.0,17,1871,it ITA,"MF,DF",it Serie A,20.0,2004.0,4.5,227,2,184,5,8,0,4,1,20.0,5,4,2,6,7,1,25.0,2,1
Kosta Nedeljković,DF,Aston Villa,eng Premier League,18.0,5,0,1874,rs SRB,DF,eng Premier League,18.0,2005.0,1.4,0,0.0,6,1874,rs SRB,DF,eng Premier League,18.0,2005.0,1.4,53,1,47,0,0,0,7,5,66.7,1,1,0,7,3,1,50.0,0,5
Kosta Nedeljković,DF,RB Leipzig,de Bundesliga,18.0,10,6,1875,rs SRB,DF,de Bundesliga,18.0,2005.0,5.3,0,0.3,16,1875,rs SRB,DF,de Bundesliga,18.0,2005.0,5.3,238,1,194,2,6,0,11,8,60.0,6,2,2,13,14,2,50.0,2,8
Loïc Nego,"DF,FW",Le Havre,fr Ligue 1,33.0,31,28,1876,hu HUN,"DF,FW",fr Ligue 1,33.0,1991.0,27.3,0,0.7,102,1876,hu HUN,"DF,FW",fr Ligue 1,33.0,1991.0,27.3,1228,17,922,28,33,3,58,35,64.1,17,14,29,87,82,12,37.5,29,35
Ivan Nekić,DF,Holstein Kiel,de Bundesliga,23.0,1,1,1877,hr CRO,DF,de Bundesliga,23.0,2000.0,0.8,0,0.0,2,1877,hr CRO,DF,de Bundesliga,23.0,2000.0,0.8,42,0,32,2,0,0,1,1,50.0,1,1,3,4,2,1,100.0,3,1
Victor Nelsson,DF,Roma,it Serie A,25.0,4,1,1880,dk DEN,DF,it Serie A,25.0,1998.0,2.1,0,0.0,4,1880,dk DEN,DF,it Serie A,25.0,1998.0,2.1,120,2,106,0,0,0,5,4,60.0,1,1,2,7,9,0,0.0,2,4
David Nemeth,DF,St. Pauli,de Bundesliga,23.0,24,24,1881,at AUT,DF,de Bundesliga,23.0,2001.0,23.7,1,0.1,65,1881,at AUT,DF,de Bundesliga,23.0,2001.0,23.7,1107,36,957,14,7,1,43,29,58.1,29,18,18,61,94,5,55.6,18,29
Luca Netz,DF,Gladbach,de Bundesliga,21.0,24,8,1885,de GER,DF,de Bundesliga,21.0,2003.0,10.8,2,1.9,28,1885,de GER,DF,de Bundesliga,21.0,2003.0,10.8,528,10,428,12,25,1,24,14,68.4,17,13,10,34,36,14,66.7,10,14
João Neves,"MF,DF",Paris S-G,fr Ligue 1,19.0,29,22,1888,pt POR,"MF,DF",fr Ligue 1,19.0,2004.0,20.5,8,4.0,144,1888,pt POR,"MF,DF",fr Ligue 1,19.0,2004.0,20.5,1634,35,1491,13,56,1,63,31,60.0,29,20,23,86,22,11,36.7,23,31
Mikayil Ngor Faye,DF,Rennes,fr Ligue 1,20.0,11,7,1891,sn SEN,DF,fr Ligue 1,20.0,2004.0,7.6,0,0.0,35,1891,sn SEN,DF,fr Ligue 1,20.0,2004.0,7.6,534,26,473,6,3,0,15,12,77.8,9,5,12,27,30,4,66.7,12,12
Moussa Niakhate,DF,Lyon,fr Ligue 1,28.0,31,30,1894,sn SEN,DF,fr Ligue 1,28.0,1996.0,30.3,0,1.0,111,1894,sn SEN,DF,fr Ligue 1,28.0,1996.0,30.3,1869,44,1688,14,20,0,47,27,75.0,26,9,25,72,143,0,0.0,25,27
Abdoulaye Niakhate Ndiaye,DF,Brest,fr Ligue 1,22.0,22,19,1895,sn SEN,DF,fr Ligue 1,22.0,2002.0,19.0,0,0.0,39,1895,sn SEN,DF,fr Ligue 1,22.0,2002.0,19.0,931,36,804,5,6,1,49,33,67.6,29,12,11,60,144,6,75.0,11,33
Tanguy Nianzou,DF,Sevilla,es La Liga,22.0,6,6,1897,fr FRA,DF,es La Liga,22.0,2002.0,5.8,0,0.0,10,1897,fr FRA,DF,es La Liga,22.0,2002.0,5.8,314,11,285,0,1,0,7,5,83.3,1,1,8,15,27,0,0.0,8,5
Rasmus Nicolaisen,DF,Toulouse,fr Ligue 1,27.0,7,7,1898,dk DEN,DF,fr Ligue 1,27.0,1997.0,6.9,1,0.2,27,1898,dk DEN,DF,fr Ligue 1,27.0,1997.0,6.9,385,9,339,3,8,0,6,3,60.0,10,5,10,16,25,1,50.0,10,3
Oliver Nielsen,DF,Lazio,it Serie A,21.0,2,0,1902,dk DEN,DF,it Serie A,21.0,2003.0,0.4,0,0.0,0,1902,dk DEN,DF,it Serie A,21.0,2003.0,0.4,20,0,18,1,0,0,0,0,,1,1,1,1,2,0,,1,0
Tamás Nikitscher,"MF,DF",Valladolid,es La Liga,24.0,13,9,1905,hu HUN,"MF,DF",es La Liga,24.0,1999.0,9.5,0,0.0,13,1905,hu HUN,"MF,DF",es La Liga,24.0,1999.0,9.5,311,6,284,1,4,0,17,8,61.5,17,13,11,28,16,1,14.3,11,8
Niels Nkounkou,"DF,MF",Eint Frankfurt,de Bundesliga,23.0,12,4,1909,fr FRA,"DF,MF",de Bundesliga,23.0,2000.0,4.2,0,1.3,15,1909,fr FRA,"DF,MF",de Bundesliga,23.0,2000.0,4.2,235,8,162,10,11,3,13,10,57.1,5,3,7,20,15,7,43.8,7,10
Arnaud Nordin,"DF,MF",Mainz 05,de Bundesliga,26.0,6,0,1914,fr FRA,"DF,MF",de Bundesliga,26.0,1998.0,0.9,0,0.5,1,1914,fr FRA,"DF,MF",de Bundesliga,26.0,1998.0,0.9,48,2,34,2,3,1,2,0,100.0,2,1,0,2,2,3,60.0,0,0
Brooke Norton-Cuffy,"DF,FW",Genoa,it Serie A,20.0,14,8,1915,eng ENG,"DF,FW",it Serie A,20.0,2004.0,8.0,0,0.2,18,1915,eng ENG,"DF,FW",it Serie A,20.0,2004.0,8.0,262,3,197,9,10,1,12,7,81.8,12,10,3,15,12,11,55.0,3,7
Hugo Novoa,"DF,MF",Alavés,es La Liga,21.0,5,2,1917,es ESP,"DF,MF",es La Liga,21.0,2003.0,2.6,0,0.2,2,1917,es ESP,"DF,MF",es La Liga,21.0,2003.0,2.6,69,0,53,3,6,0,8,5,100.0,2,1,0,8,6,6,60.0,0,5
Matheus Nunes,"DF,MF",Manchester City,eng Premier League,25.0,26,19,1923,pt POR,"DF,MF",eng Premier League,25.0,1998.0,18.6,6,4.4,79,1923,pt POR,"DF,MF",eng Premier League,25.0,1998.0,18.6,1234,13,1065,24,35,2,35,22,42.1,17,13,15,50,38,14,34.1,15,22
Unai Núñez,DF,Athletic Club,es La Liga,27.0,10,7,1925,es ESP,DF,es La Liga,27.0,1997.0,7.2,0,0.1,26,1925,es ESP,DF,es La Liga,27.0,1997.0,7.2,325,13,283,0,2,0,10,5,57.1,4,0,17,27,46,0,0.0,17,5
Antonio Nusa,"MF,DF",RB Leipzig,de Bundesliga,19.0,25,16,1926,no NOR,"MF,DF",de Bundesliga,19.0,2005.0,17.3,3,2.8,52,1926,no NOR,"MF,DF",de Bundesliga,19.0,2005.0,17.3,566,10,420,16,29,0,30,17,50.0,22,20,8,38,11,39,45.3,8,17
Allan Nyom,"DF,MF",Getafe,es La Liga,36.0,20,10,1929,cm CMR,"DF,MF",es La Liga,36.0,1988.0,9.9,2,0.3,22,1929,cm CMR,"DF,MF",es La Liga,36.0,1988.0,9.9,352,6,280,1,7,0,18,11,88.2,4,2,4,22,23,5,55.6,4,11
Marwann Nzuzi,DF,Saint-Étienne,fr Ligue 1,20.0,2,2,1932,fr FRA,DF,fr Ligue 1,20.0,2004.0,1.4,0,0.1,2,1932,fr FRA,DF,fr Ligue 1,20.0,2004.0,1.4,55,0,46,1,1,0,2,2,50.0,0,0,2,4,6,2,100.0,2,2
Jake O'Brien,DF,Everton,eng Premier League,23.0,20,17,1934,ie IRL,DF,eng Premier League,23.0,2001.0,17.5,0,0.6,50,1934,ie IRL,DF,eng Premier League,23.0,2001.0,17.5,725,5,577,12,14,0,26,17,68.0,17,13,4,30,93,5,50.0,4,17
Dara O'Shea,DF,Ipswich Town,eng Premier League,25.0,35,35,1936,ie IRL,DF,eng Premier League,25.0,1999.0,34.7,2,0.5,80,1936,ie IRL,DF,eng Premier League,25.0,1999.0,34.7,1579,30,1234,12,19,0,49,31,64.7,62,12,33,82,225,1,50.0,33,31
Adam Obert,DF,Cagliari,it Serie A,21.0,21,13,1937,sk SVK,DF,it Serie A,21.0,2002.0,12.0,1,0.4,50,1937,sk SVK,DF,it Serie A,21.0,2002.0,12.0,537,12,413,17,19,3,31,18,59.3,19,12,23,54,48,9,64.3,23,18
David Odogu,DF,Wolfsburg,de Bundesliga,18.0,3,2,1943,de GER,DF,de Bundesliga,18.0,2006.0,2.2,0,0.0,8,1943,de GER,DF,de Bundesliga,18.0,2006.0,2.2,99,0,87,0,1,0,6,4,60.0,2,0,2,8,25,0,,2,4
Álvaro Odriozola,DF,Real Sociedad,es La Liga,28.0,2,0,1944,es ESP,DF,es La Liga,28.0,1995.0,0.5,0,0.0,3,1944,es ESP,DF,es La Liga,28.0,1995.0,0.5,30,0,22,0,1,0,1,1,,0,0,0,1,1,0,,0,1
Tim Oermann,DF,Bochum,de Bundesliga,20.0,29,26,1945,de GER,DF,de Bundesliga,20.0,2003.0,24.6,2,0.6,61,1945,de GER,DF,de Bundesliga,20.0,2003.0,24.6,936,11,771,16,18,1,50,31,60.5,32,16,22,72,64,7,50.0,22,31
Ifechukwu Ogbus,DF,Freiburg,de Bundesliga,18.0,2,0,1947,ch SUI,DF,de Bundesliga,18.0,2005.0,0.2,0,0.0,0,1947,ch SUI,DF,de Bundesliga,18.0,2005.0,0.2,10,0,6,0,0,0,1,1,0.0,0,0,1,2,2,0,,1,1
Caleb Okoli,DF,Leicester City,eng Premier League,23.0,19,12,1952,it ITA,DF,eng Premier League,23.0,2001.0,12.5,0,0.0,32,1952,it ITA,DF,eng Premier League,23.0,2001.0,12.5,648,21,559,8,4,0,25,14,61.1,24,10,15,40,79,0,,15,14
Yllan Okou,DF,Hellas Verona,it Serie A,21.0,1,0,1953,fr FRA,DF,it Serie A,21.0,2002.0,0.0,0,0.0,0,1953,fr FRA,DF,it Serie A,21.0,2002.0,0.0,2,0,0,0,0,0,0,0,,1,1,0,0,0,0,,0,0
Joseph Okumu,DF,Reims,fr Ligue 1,27.0,22,20,1955,ke KEN,DF,fr Ligue 1,27.0,1997.0,18.8,0,0.1,116,1955,ke KEN,DF,fr Ligue 1,27.0,1997.0,18.8,1083,44,883,8,24,1,30,15,62.5,33,12,25,55,137,2,11.1,25,15
Brian Oliván,DF,Espanyol,es La Liga,30.0,17,12,1962,es ESP,DF,es La Liga,30.0,1994.0,11.3,1,1.1,40,1962,es ESP,DF,es La Liga,30.0,1994.0,11.3,458,13,317,13,16,8,13,10,30.8,6,4,10,23,23,3,75.0,10,10
Lucas Oliveira Rosa,DF,Valladolid,es La Liga,24.0,21,21,1963,br BRA,DF,es La Liga,24.0,2000.0,21.0,1,2.0,50,1963,br BRA,DF,es La Liga,24.0,2000.0,21.0,833,23,637,26,24,1,53,33,68.6,24,15,28,81,69,13,41.9,28,33
Mathías Olivera,DF,Napoli,it Serie A,26.0,32,26,1964,uy URU,DF,it Serie A,26.0,1997.0,26.3,2,1.7,126,1964,uy URU,DF,it Serie A,26.0,1997.0,26.3,1580,29,1350,32,36,0,63,35,60.4,36,24,28,91,74,9,56.3,28,35
Warmed Omari,DF,Lyon,fr Ligue 1,24.0,1,0,1967,km COM,DF,fr Ligue 1,24.0,2000.0,0.1,0,0.0,0,1967,km COM,DF,fr Ligue 1,24.0,2000.0,0.1,6,1,6,0,0,0,0,0,,0,0,0,0,1,0,,0,0
Becir Omeragic,DF,Montpellier,fr Ligue 1,22.0,22,21,1968,ch SUI,DF,fr Ligue 1,22.0,2002.0,20.0,0,0.1,51,1968,ch SUI,DF,fr Ligue 1,22.0,2002.0,20.0,903,30,832,7,7,0,32,16,76.2,32,11,13,45,78,3,21.4,13,16
Andrew Omobamidele,DF,Strasbourg,fr Ligue 1,22.0,10,6,1970,ie IRL,DF,fr Ligue 1,22.0,2002.0,6.0,0,0.0,9,1970,ie IRL,DF,fr Ligue 1,22.0,2002.0,6.0,390,11,367,2,1,0,7,4,40.0,12,4,8,15,41,0,0.0,8,4
Christopher Operi,"DF,FW",Le Havre,fr Ligue 1,27.0,13,13,1981,ci CIV,"DF,FW",fr Ligue 1,27.0,1997.0,13.0,2,2.2,52,1981,ci CIV,"DF,FW",fr Ligue 1,27.0,1997.0,13.0,747,51,533,22,18,13,13,9,58.3,20,14,14,27,30,13,48.1,14,9
Fredrik Oppegard,DF,Auxerre,fr Ligue 1,21.0,9,2,1982,no NOR,DF,fr Ligue 1,21.0,2002.0,3.0,0,0.1,7,1982,no NOR,DF,fr Ligue 1,21.0,2002.0,3.0,154,1,125,2,6,0,6,4,42.9,2,1,2,8,12,2,66.7,2,4
Gift Orban,"FW,DF",Lyon,fr Ligue 1,22.0,3,2,1985,ng NGA,"FW,DF",fr Ligue 1,22.0,2002.0,2.1,0,0.0,2,1985,ng NGA,"FW,DF",fr Ligue 1,22.0,2002.0,2.1,33,0,22,4,1,1,0,0,0.0,0,0,0,0,0,3,60.0,0,0
Willi Orban,DF,RB Leipzig,de Bundesliga,31.0,25,25,1987,hu HUN,DF,de Bundesliga,31.0,1992.0,24.7,0,1.0,106,1987,hu HUN,DF,de Bundesliga,31.0,1992.0,24.7,1750,43,1530,13,18,0,38,21,71.9,45,14,21,59,169,0,0.0,21,21
Ivan Ordets,DF,Bochum,de Bundesliga,32.0,22,21,1988,ua UKR,DF,de Bundesliga,32.0,1992.0,20.7,0,0.7,48,1988,ua UKR,DF,de Bundesliga,32.0,1992.0,20.7,885,10,708,4,15,0,18,8,76.9,29,13,41,59,139,0,0.0,41,8
Ángel Ortíz,DF,Betis,es La Liga,20.0,5,4,1994,es ESP,DF,es La Liga,20.0,2004.0,3.9,1,0.1,15,1994,es ESP,DF,es La Liga,20.0,2004.0,3.9,225,3,167,10,5,0,12,8,47.1,6,6,5,17,7,4,50.0,5,8
Gabriel Osho,DF,Auxerre,fr Ligue 1,25.0,20,20,1996,ng NGA,DF,fr Ligue 1,25.0,1998.0,18.4,0,0.1,43,1996,ng NGA,DF,fr Ligue 1,25.0,1998.0,18.4,753,18,669,3,2,0,23,15,65.0,32,13,12,35,87,2,28.6,12,15
Yordan Osorio,DF,Parma,it Serie A,30.0,3,2,1997,ve VEN,DF,it Serie A,30.0,1994.0,1.9,0,0.1,3,1997,ve VEN,DF,it Serie A,30.0,1994.0,1.9,119,2,104,1,1,0,5,3,100.0,3,2,4,9,6,0,,4,3
Sebastian Otoa,DF,Genoa,it Serie A,20.0,3,3,2001,dk DEN,DF,it Serie A,20.0,2004.0,2.0,0,0.0,0,2001,dk DEN,DF,it Serie A,20.0,2004.0,2.0,64,1,56,0,0,0,1,0,50.0,1,0,3,4,14,0,,3,0
Guimissongui Ouattara,"DF,FW",Strasbourg,fr Ligue 1,18.0,17,3,2004,fr FRA,"DF,FW",fr Ligue 1,18.0,2005.0,5.2,1,0.5,18,2004,fr FRA,"DF,FW",fr Ligue 1,18.0,2005.0,5.2,195,1,167,3,5,1,6,4,60.0,10,10,9,15,12,2,50.0,9,4
