Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,PPA,Succ,PrgC,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,PPA_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,PrgC_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90
Leonardo Spinazzola,it ITA,"DF,FW",WINGER,Napoli,it Serie A,31.0,27,17,1517,16.9,1,3.5,26,88,3,65,34,28,83,64,81,2.79,0.18,1,0.8,12,4,0.08,0.25,0.059,0.207,1.538,5.207,0.178,3.846,2.012,1.657,3.787,4.793,4.911,0.059,0.047,0.71,0.237
Lucas Stassin,be BEL,FW,STRIKER,Saint-Étienne,fr Ligue 1,19.0,28,23,1887,21.0,4,3.4,18,35,5,19,12,15,26,36,149,1.7,0.4,12,7.0,44,23,0.27,0.52,0.19,0.162,0.857,1.667,0.238,0.905,0.571,0.714,1.714,7.095,1.238,0.571,0.333,2.095,1.095
Orri Steinn Óskarsson,is ISL,FW,STRIKER,Real Sociedad,es La Liga,19.0,23,9,944,10.5,0,0.2,5,9,0,7,3,2,6,8,50,0.95,0.0,3,5.2,19,7,0.16,0.43,0.0,0.019,0.476,0.857,0.0,0.667,0.286,0.19,0.762,4.762,0.571,0.286,0.495,1.81,0.667
Raheem Sterling,eng ENG,"FW,MF",WINGER,Arsenal,eng Premier League,29.0,17,7,499,5.5,2,0.5,8,18,0,16,9,10,27,30,79,3.43,0.54,0,1.4,11,0,0.0,0.0,0.364,0.091,1.455,3.273,0.0,2.909,1.636,1.818,5.455,14.364,4.909,0.0,0.255,2.0,0.0
Stoichkov,es ESP,"MF,FW",WINGER/STRIKER,Alavés,es La Liga,30.0,16,6,699,7.8,1,1.2,7,26,6,13,10,6,9,18,41,3.6,0.26,0,1.1,18,3,0.0,0.0,0.128,0.154,0.897,3.333,0.769,1.667,1.282,0.769,2.308,5.256,1.154,0.0,0.141,2.308,0.385
Jørgen Strand Larsen,no NOR,FW,STRIKER,Wolves,eng Premier League,24.0,35,30,2587,28.7,4,3.0,21,29,1,6,4,8,17,20,112,1.46,0.21,14,10.3,54,33,0.26,0.42,0.139,0.105,0.732,1.01,0.035,0.209,0.139,0.279,0.697,3.902,0.592,0.488,0.359,1.882,1.15
Gabriel Strefezza,br BRA,"FW,MF",WINGER,Como,it Serie A,27.0,37,32,2619,29.1,4,3.9,57,106,8,123,29,36,80,82,190,3.82,0.14,6,3.7,58,21,0.1,0.29,0.137,0.134,1.959,3.643,0.275,4.227,0.997,1.237,2.818,6.529,2.749,0.206,0.127,1.993,0.722
Cristhian Stuani,uy URU,FW,STRIKER,Girona,es La Liga,37.0,32,6,1078,12.0,2,0.6,6,10,1,2,3,2,2,5,36,1.17,0.25,11,8.1,31,16,0.26,0.5,0.167,0.05,0.5,0.833,0.083,0.167,0.25,0.167,0.417,3.0,0.167,0.917,0.675,2.583,1.333
Kamaldeen Sulemana,gh GHA,"FW,MF",WINGER,Southampton,eng Premier League,22.0,26,17,1402,15.6,1,1.0,10,27,0,26,13,39,63,103,87,1.93,0.19,1,1.5,29,8,0.03,0.13,0.064,0.064,0.641,1.731,0.0,1.667,0.833,2.5,6.603,5.577,4.038,0.064,0.096,1.859,0.513
Crysencio Summerville,nl NED,"FW,MF",WINGER,West Ham,eng Premier League,22.0,19,7,786,8.7,1,1.7,17,18,3,21,12,13,29,39,71,4.01,0.11,1,1.6,14,4,0.07,0.25,0.115,0.195,1.954,2.069,0.345,2.414,1.379,1.494,4.483,8.161,3.333,0.115,0.184,1.609,0.46
Tomáš Suslov,sk SVK,"MF,FW",WINGER/STRIKER,Hellas Verona,it Serie A,22.0,31,27,2080,23.1,1,1.9,27,82,2,49,22,36,39,77,77,3.2,0.17,0,1.6,32,7,0.0,0.0,0.043,0.082,1.169,3.55,0.087,2.121,0.952,1.558,3.333,3.333,1.688,0.0,0.069,1.385,0.303
Suso,es ESP,"FW,MF",WINGER,Sevilla,es La Liga,30.0,16,4,606,6.7,2,1.6,22,43,2,59,13,14,20,32,74,6.68,0.45,0,0.7,16,4,0.0,0.0,0.299,0.239,3.284,6.418,0.299,8.806,1.94,2.09,4.776,11.045,2.985,0.0,0.104,2.388,0.597
Daniel Svensson,se SWE,"DF,FW",WINGER/STRIKER,Dortmund,de Bundesliga,22.0,12,8,781,8.7,3,1.2,10,41,0,36,11,1,11,5,51,2.3,0.35,1,0.8,6,2,0.17,0.5,0.345,0.138,1.149,4.713,0.0,4.138,1.264,0.115,0.575,5.862,1.264,0.115,0.092,0.69,0.23
Williot Swedberg,se SWE,"FW,MF",STRIKER,Celta Vigo,es La Liga,20.0,32,15,1348,15.0,5,2.6,16,28,4,18,12,10,34,44,116,2.4,0.53,4,5.2,32,15,0.13,0.27,0.333,0.173,1.067,1.867,0.267,1.2,0.8,0.667,2.933,7.733,2.267,0.267,0.347,2.133,1.0
Mamadou Sylla,sn SEN,"FW,MF",WINGER/STRIKER,Valladolid,es La Liga,30.0,29,17,1583,17.6,1,1.7,14,22,0,9,5,5,15,17,52,1.25,0.28,5,5.1,18,3,0.06,0.33,0.057,0.097,0.795,1.25,0.0,0.511,0.284,0.284,0.966,2.955,0.852,0.284,0.29,1.023,0.17
Sammie Szmodics,ie IRL,"FW,MF",STRIKER,Ipswich Town,eng Premier League,28.0,20,13,992,11.0,0,0.2,5,19,0,14,4,4,16,12,47,0.91,0.0,4,3.4,21,12,0.19,0.33,0.0,0.018,0.455,1.727,0.0,1.273,0.364,0.364,1.091,4.273,1.455,0.364,0.309,1.909,1.091
Alexander Sørloth,no NOR,FW,STRIKER,Atlético Madrid,es La Liga,28.0,35,15,1566,17.4,2,1.6,13,31,1,5,10,14,32,37,81,1.73,0.29,20,16.8,78,40,0.24,0.48,0.115,0.092,0.747,1.782,0.057,0.287,0.575,0.805,2.126,4.655,1.839,1.149,0.966,4.483,2.299
Musa Al-Taamari,jo JOR,"FW,MF",WINGER,Montpellier,fr Ligue 1,27.0,15,12,1116,12.4,1,1.5,12,30,1,14,12,23,55,71,76,2.82,0.4,2,2.6,27,11,0.07,0.18,0.081,0.121,0.968,2.419,0.081,1.129,0.968,1.855,5.726,6.129,4.435,0.161,0.21,2.177,0.887
Musa Al-Taamari,jo JOR,"FW,MF",WINGER/STRIKER,Rennes,fr Ligue 1,27.0,11,7,567,6.3,0,1.3,10,8,0,6,3,7,21,20,39,3.5,0.16,1,2.4,14,3,0.07,0.33,0.0,0.206,1.587,1.27,0.0,0.952,0.476,1.111,3.175,6.19,3.333,0.159,0.381,2.222,0.476
Haris Tabakovic,ba BIH,FW,STRIKER,Hoffenheim,de Bundesliga,30.0,22,6,821,9.1,1,1.2,9,7,0,4,2,4,4,12,45,1.76,0.33,3,3.3,30,10,0.1,0.3,0.11,0.132,0.989,0.769,0.0,0.44,0.22,0.44,1.319,4.945,0.44,0.33,0.363,3.297,1.099
Mehdi Taremi,ir IRN,FW,WINGER/STRIKER,Inter,it Serie A,32.0,25,7,807,9.0,2,1.6,15,25,4,1,5,6,10,11,47,3.64,0.44,1,3.5,13,5,0.0,0.0,0.222,0.178,1.667,2.778,0.444,0.111,0.556,0.667,1.222,5.222,1.111,0.111,0.389,1.444,0.556
Marcus Tavernier,eng ENG,"FW,MF",WINGER,Bournemouth,eng Premier League,25.0,29,20,1939,21.5,5,4.0,43,128,5,108,40,28,53,65,129,4.55,0.51,3,5.5,57,17,0.05,0.18,0.233,0.186,2.0,5.953,0.233,5.023,1.86,1.302,3.023,6.0,2.465,0.14,0.256,2.651,0.791
Loum Tchaouna,fr FRA,"FW,MF",STRIKER,Lazio,it Serie A,20.0,24,6,660,7.3,0,0.6,10,20,1,32,8,5,22,10,66,3.4,0.82,1,2.5,23,8,0.04,0.13,0.0,0.082,1.37,2.74,0.137,4.384,1.096,0.685,1.37,9.041,3.014,0.137,0.342,3.151,1.096
Mathys Tel,fr FRA,FW,WINGER,Tottenham,eng Premier League,19.0,13,11,911,10.1,1,2.6,14,21,2,35,14,15,28,53,72,2.77,0.2,2,3.0,22,8,0.05,0.13,0.099,0.257,1.386,2.079,0.198,3.465,1.386,1.485,5.248,7.129,2.772,0.198,0.297,2.178,0.792
Nathan Tella,ng NGA,"MF,FW",WINGER/STRIKER,Leverkusen,de Bundesliga,25.0,27,17,1359,15.1,4,1.5,18,22,2,25,10,19,38,51,130,2.12,0.46,2,3.1,28,10,0.07,0.2,0.265,0.099,1.192,1.457,0.132,1.656,0.662,1.258,3.377,8.609,2.517,0.132,0.205,1.854,0.662
Casper Tengstedt,dk DEN,FW,STRIKER,Hellas Verona,it Serie A,24.0,25,20,1517,16.9,1,0.9,12,29,4,10,8,9,29,27,85,1.42,0.18,6,5.3,37,10,0.14,0.5,0.059,0.053,0.71,1.716,0.237,0.592,0.473,0.533,1.598,5.03,1.716,0.355,0.314,2.189,0.592
Ramón Terrats,es ESP,"MF,FW",WINGER/STRIKER,Getafe,es La Liga,23.0,15,15,1219,13.5,1,2.5,16,36,5,35,9,25,8,50,37,2.36,0.15,4,2.2,19,8,0.21,0.5,0.074,0.185,1.185,2.667,0.37,2.593,0.667,1.852,3.704,2.741,0.593,0.296,0.163,1.407,0.593
Martin Terrier,fr FRA,"MF,FW",STRIKER,Leverkusen,de Bundesliga,27.0,15,7,584,6.5,1,0.9,8,14,2,5,5,2,11,4,35,3.24,0.46,2,2.4,16,6,0.13,0.33,0.154,0.138,1.231,2.154,0.308,0.769,0.769,0.308,0.615,5.385,1.692,0.308,0.369,2.462,0.923
Florian Thauvin,fr FRA,"FW,MF",WINGER,Udinese,it Serie A,31.0,25,24,1956,21.7,3,3.8,39,90,5,168,43,39,92,92,148,4.28,0.41,8,8.1,51,23,0.14,0.3,0.138,0.175,1.797,4.147,0.23,7.742,1.982,1.797,4.24,6.82,4.24,0.369,0.373,2.35,1.06
Sorba Thomas,wls WAL,"FW,MF",WINGER,Nantes,fr Ligue 1,24.0,25,15,1321,14.7,3,3.7,36,34,0,130,24,9,41,24,93,3.68,0.41,1,1.5,9,1,0.11,1.0,0.204,0.252,2.449,2.313,0.0,8.844,1.633,0.612,1.633,6.327,2.789,0.068,0.102,0.612,0.068
Morten Thorsby,no NOR,"MF,FW",WINGER/STRIKER,Genoa,it Serie A,28.0,30,22,1898,21.1,1,2.1,27,58,3,9,10,9,24,22,76,2.61,0.09,0,2.8,15,6,0.0,0.0,0.047,0.1,1.28,2.749,0.142,0.427,0.474,0.427,1.043,3.602,1.137,0.0,0.133,0.711,0.284
Marcus Thuram,fr FRA,FW,STRIKER,Inter,it Serie A,26.0,31,26,2200,24.4,4,4.4,39,53,4,13,27,24,62,53,170,3.54,0.63,14,9.9,64,27,0.22,0.52,0.164,0.18,1.598,2.172,0.164,0.533,1.107,0.984,2.172,6.967,2.541,0.574,0.406,2.623,1.107
Phillip Tietz,de GER,FW,STRIKER,Augsburg,de Bundesliga,27.0,34,19,1686,18.7,2,1.2,22,29,1,1,9,15,8,31,113,2.56,0.27,7,6.1,51,19,0.12,0.32,0.107,0.064,1.176,1.551,0.053,0.053,0.481,0.802,1.658,6.043,0.428,0.374,0.326,2.727,1.016
Tiago Tomás,pt POR,"FW,MF",WINGER/STRIKER,Wolfsburg,de Bundesliga,22.0,32,23,1884,20.9,1,2.6,20,50,5,22,13,29,31,80,125,2.63,0.38,6,5.4,42,20,0.14,0.3,0.048,0.124,0.957,2.392,0.239,1.053,0.622,1.388,3.828,5.981,1.483,0.287,0.258,2.01,0.957
Ferrán Torres,es ESP,"FW,MF",STRIKER,Barcelona,es La Liga,24.0,27,12,1106,12.3,6,3.1,19,35,2,17,18,11,23,21,98,3.09,0.57,10,8.0,48,22,0.21,0.45,0.488,0.252,1.545,2.846,0.163,1.382,1.463,0.894,1.707,7.967,1.87,0.813,0.65,3.902,1.789
Bazoumana Touré,ci CIV,"FW,MF",WINGER,Hoffenheim,de Bundesliga,18.0,13,7,609,6.8,3,1.9,13,14,0,24,11,12,24,22,56,3.7,0.59,0,1.4,19,5,0.0,0.0,0.441,0.279,1.912,2.059,0.0,3.529,1.618,1.765,3.235,8.235,3.529,0.0,0.206,2.794,0.735
Adama Traoré,es ESP,"FW,MF",WINGER,Fulham,eng Premier League,28.0,36,18,1772,19.7,7,4.9,42,68,6,100,38,48,100,97,161,4.16,0.51,2,4.0,39,12,0.05,0.17,0.355,0.249,2.132,3.452,0.305,5.076,1.929,2.437,4.924,8.173,5.076,0.102,0.203,1.98,0.609
Leandro Trossard,be BEL,FW,WINGER,Arsenal,eng Premier League,29.0,38,28,2546,28.3,7,6.1,41,101,7,86,48,38,80,86,226,3.29,0.28,8,7.2,72,21,0.11,0.38,0.247,0.216,1.449,3.569,0.247,3.039,1.696,1.343,3.039,7.986,2.827,0.283,0.254,2.544,0.742
Viktor Tsyhankov,ua UKR,"FW,MF",WINGER,Girona,es La Liga,26.0,27,23,1913,21.3,5,3.9,33,65,3,124,24,15,62,35,195,3.06,0.38,2,2.8,35,9,0.06,0.22,0.235,0.183,1.549,3.052,0.141,5.822,1.127,0.704,1.643,9.155,2.911,0.094,0.131,1.643,0.423
Christantus Uche,ng NGA,"FW,MF",WINGER/STRIKER,Getafe,es La Liga,21.0,33,30,2486,27.6,6,2.9,29,49,1,22,16,32,43,91,148,2.82,0.36,4,3.8,50,14,0.08,0.29,0.217,0.105,1.051,1.775,0.036,0.797,0.58,1.159,3.297,5.362,1.558,0.145,0.138,1.812,0.507
Deniz Undav,de GER,"FW,MF",STRIKER,Stuttgart,de Bundesliga,28.0,27,20,1726,19.2,3,3.6,26,70,6,11,27,10,31,24,141,3.02,0.42,9,11.7,75,31,0.12,0.29,0.156,0.188,1.354,3.646,0.312,0.573,1.406,0.521,1.25,7.344,1.615,0.469,0.609,3.906,1.615
Can Uzun,tr TUR,"MF,FW",STRIKER,Eint Frankfurt,de Bundesliga,18.0,20,6,675,7.5,1,1.1,14,42,2,18,18,11,11,22,45,5.06,0.4,4,3.0,27,11,0.15,0.36,0.133,0.147,1.867,5.6,0.267,2.4,2.4,1.467,2.933,6.0,1.467,0.533,0.4,3.6,1.467
Jamie Vardy,eng ENG,FW,STRIKER,Leicester City,eng Premier League,37.0,35,35,2823,31.4,4,3.0,19,22,1,11,10,11,29,23,120,1.5,0.32,9,11.2,56,23,0.14,0.35,0.127,0.096,0.605,0.701,0.032,0.35,0.318,0.35,0.732,3.822,0.924,0.287,0.357,1.783,0.732
Ruben Vargas,ch SUI,"FW,MF",WINGER,Sevilla,es La Liga,25.0,11,9,671,7.5,1,0.8,13,14,0,37,9,12,29,33,63,4.16,0.4,2,2.0,17,5,0.12,0.4,0.133,0.107,1.733,1.867,0.0,4.933,1.2,1.6,4.4,8.4,3.867,0.267,0.267,2.267,0.667
Alejo Véliz,ar ARG,FW,WINGER/STRIKER,Espanyol,es La Liga,20.0,27,10,1127,12.5,0,0.6,3,8,0,0,0,1,2,5,27,1.1,0.31,1,2.3,19,6,0.05,0.17,0.0,0.048,0.24,0.64,0.0,0.0,0.0,0.08,0.4,2.16,0.16,0.08,0.184,1.52,0.48
Yorbe Vertessen,be BEL,"MF,FW",WINGER,Union Berlin,de Bundesliga,23.0,17,7,718,8.0,0,1.6,15,16,1,23,14,19,18,51,42,4.0,0.0,1,1.3,27,5,0.04,0.2,0.0,0.2,1.875,2.0,0.125,2.875,1.75,2.375,6.375,5.25,2.25,0.125,0.162,3.375,0.625
Carlos Vicente,es ESP,"FW,MF",WINGER,Alavés,es La Liga,25.0,37,35,3092,34.4,5,5.4,63,68,3,269,38,34,104,106,226,3.11,0.26,5,3.5,35,13,0.11,0.31,0.145,0.157,1.831,1.977,0.087,7.82,1.105,0.988,3.081,6.57,3.023,0.145,0.102,1.017,0.378
Nicolas Viola,it ITA,"FW,MF",WINGER,Cagliari,it Serie A,34.0,27,18,1267,14.1,1,1.9,28,46,4,79,11,11,21,30,70,4.19,0.28,3,2.2,31,9,0.1,0.33,0.071,0.135,1.986,3.262,0.284,5.603,0.78,0.78,2.128,4.965,1.489,0.213,0.156,2.199,0.638
Vitinha,pt POR,"FW,MF",WINGER,Genoa,it Serie A,24.0,25,16,1328,14.8,3,3.3,16,19,3,45,10,22,38,68,71,2.78,0.2,2,1.6,33,5,0.06,0.4,0.203,0.223,1.081,1.284,0.203,3.041,0.676,1.486,4.595,4.797,2.568,0.135,0.108,2.23,0.338
Dušan Vlahović,rs SRB,FW,STRIKER,Juventus,it Serie A,24.0,29,21,1784,19.8,4,1.3,15,22,3,9,7,9,27,28,117,2.07,0.4,10,12.3,73,25,0.08,0.24,0.202,0.066,0.758,1.111,0.152,0.455,0.354,0.455,1.414,5.909,1.364,0.505,0.621,3.687,1.263
Nikola Vlašić,hr CRO,"MF,FW",WINGER/STRIKER,Torino,it Serie A,26.0,30,23,2117,23.5,4,2.4,32,94,3,26,24,24,53,48,110,2.98,0.34,5,3.4,30,10,0.1,0.3,0.17,0.102,1.362,4.0,0.128,1.106,1.021,1.021,2.043,4.681,2.255,0.213,0.145,1.277,0.426
Elye Wahi,fr FRA,FW,STRIKER,Marseille,fr Ligue 1,21.0,13,7,574,6.4,1,0.4,6,7,0,2,0,2,7,10,41,2.5,0.63,3,6.0,16,9,0.13,0.22,0.156,0.062,0.938,1.094,0.0,0.312,0.0,0.312,1.562,6.406,1.094,0.469,0.938,2.5,1.406
Paul Wanner,de GER,"MF,FW",WINGER/STRIKER,Heidenheim,de Bundesliga,18.0,29,20,1771,19.7,2,1.3,20,64,4,52,13,25,28,59,65,2.59,0.36,3,3.7,24,5,0.08,0.4,0.102,0.066,1.015,3.249,0.203,2.64,0.66,1.269,2.995,3.299,1.421,0.152,0.188,1.218,0.254
Ollie Watkins,eng ENG,FW,STRIKER,Aston Villa,eng Premier League,28.0,38,31,2598,28.9,8,3.3,24,31,1,7,13,10,55,41,165,1.84,0.42,16,15.3,82,36,0.17,0.39,0.277,0.114,0.83,1.073,0.035,0.242,0.45,0.346,1.419,5.709,1.903,0.554,0.529,2.837,1.246
Timothy Weah,us USA,"DF,FW",WINGER/STRIKER,Juventus,it Serie A,24.0,30,18,1638,18.2,2,1.6,19,56,2,44,13,13,45,34,120,1.98,0.16,5,3.4,21,9,0.24,0.56,0.11,0.088,1.044,3.077,0.11,2.418,0.714,0.714,1.868,6.593,2.473,0.275,0.187,1.154,0.495
Nelson Weiper,de GER,"FW,MF",STRIKER,Mainz 05,de Bundesliga,19.0,23,7,704,7.8,2,1.9,10,13,0,6,5,10,12,21,62,2.05,0.26,3,4.1,22,12,0.14,0.25,0.256,0.244,1.282,1.667,0.0,0.769,0.641,1.282,2.692,7.949,1.538,0.385,0.526,2.821,1.538
Noah Weißhaupt,de GER,"FW,MF",WINGER,St. Pauli,de Bundesliga,22.0,19,13,1160,12.9,0,1.8,18,33,1,72,15,13,42,38,94,3.26,0.08,1,2.1,18,4,0.06,0.25,0.0,0.14,1.395,2.558,0.078,5.581,1.163,1.008,2.946,7.287,3.256,0.078,0.163,1.395,0.31
Danny Welbeck,eng ENG,FW,STRIKER,Brighton,eng Premier League,33.0,30,24,2115,23.5,4,1.4,23,47,0,3,14,13,21,37,95,2.26,0.34,10,9.6,59,23,0.15,0.39,0.17,0.06,0.979,2.0,0.0,0.128,0.596,0.553,1.574,4.043,0.894,0.426,0.409,2.511,0.979
Timo Werner,de GER,"FW,MF",WINGER,Tottenham,eng Premier League,28.0,18,4,516,5.7,3,2.5,10,30,2,28,15,10,42,19,89,3.13,0.52,0,1.0,8,3,0.0,0.0,0.526,0.439,1.754,5.263,0.351,4.912,2.632,1.754,3.333,15.614,7.368,0.0,0.175,1.404,0.526
Iñaki Williams,gh GHA,FW,WINGER,Athletic Club,es La Liga,30.0,35,29,2652,29.5,8,7.8,43,76,7,115,51,33,107,101,302,2.72,0.48,6,7.6,63,24,0.1,0.25,0.271,0.264,1.458,2.576,0.237,3.898,1.729,1.119,3.424,10.237,3.627,0.203,0.258,2.136,0.814
Nico Williams,es ESP,FW,WINGER,Athletic Club,es La Liga,22.0,29,22,1996,22.2,5,3.5,40,69,0,107,29,68,118,187,254,5.05,0.59,5,4.2,54,19,0.09,0.26,0.225,0.158,1.802,3.108,0.0,4.82,1.306,3.063,8.423,11.441,5.315,0.225,0.189,2.432,0.856
Joe Willock,eng ENG,"MF,FW",WINGER/STRIKER,Newcastle Utd,eng Premier League,24.0,32,11,1086,12.1,2,2.1,22,41,0,18,8,12,38,35,86,3.73,0.33,0,1.6,18,3,0.0,0.0,0.165,0.174,1.818,3.388,0.0,1.488,0.661,0.992,2.893,7.107,3.14,0.0,0.132,1.488,0.248
Harry Wilson,wls WAL,"FW,MF",STRIKER,Fulham,eng Premier League,27.0,25,12,1162,12.9,1,1.1,20,51,1,41,15,9,22,24,96,3.41,0.23,6,4.2,43,17,0.14,0.35,0.078,0.085,1.55,3.953,0.078,3.178,1.163,0.698,1.86,7.442,1.705,0.465,0.326,3.333,1.318
Patrick Wimmer,at AUT,"MF,FW",WINGER,Wolfsburg,de Bundesliga,23.0,29,22,1770,19.7,4,2.9,24,91,7,42,23,37,46,69,75,3.61,0.61,3,3.7,41,10,0.07,0.3,0.203,0.147,1.218,4.619,0.355,2.132,1.168,1.878,3.503,3.807,2.335,0.152,0.188,2.081,0.508
Jonas Wind,dk DEN,"FW,MF",STRIKER,Wolfsburg,de Bundesliga,25.0,31,21,1966,21.8,3,4.2,34,100,6,7,24,6,17,20,94,2.97,0.27,9,5.7,38,11,0.21,0.73,0.138,0.193,1.56,4.587,0.275,0.321,1.101,0.275,0.917,4.312,0.78,0.413,0.261,1.743,0.505
Florian Wirtz,de GER,"MF,FW",WINGER,Leverkusen,de Bundesliga,21.0,31,25,2351,26.1,12,7.0,57,176,26,101,65,82,131,167,309,5.66,0.99,10,9.4,74,35,0.11,0.23,0.46,0.268,2.184,6.743,0.996,3.87,2.49,3.142,6.398,11.839,5.019,0.383,0.36,2.835,1.341
Yoane Wissa,cd COD,FW,STRIKER,Brentford,eng Premier League,27.0,35,34,2919,32.4,4,2.6,27,67,5,20,13,15,60,49,154,2.13,0.31,19,18.5,90,41,0.21,0.46,0.123,0.08,0.833,2.068,0.154,0.617,0.401,0.463,1.512,4.753,1.852,0.586,0.571,2.778,1.265
Dani de Wit,nl NED,"MF,FW",WINGER/STRIKER,Bochum,de Bundesliga,26.0,28,11,1153,12.8,1,0.5,10,33,1,8,5,1,5,8,37,1.72,0.16,2,2.1,20,7,0.1,0.29,0.078,0.039,0.781,2.578,0.078,0.625,0.391,0.078,0.625,2.891,0.391,0.156,0.164,1.562,0.547
Nick Woltemade,de GER,"FW,MF",STRIKER,Stuttgart,de Bundesliga,22.0,28,17,1622,18.0,2,4.6,37,52,5,6,23,31,31,71,141,4.38,0.55,12,10.2,46,23,0.22,0.43,0.111,0.256,2.056,2.889,0.278,0.333,1.278,1.722,3.944,7.833,1.722,0.667,0.567,2.556,1.278
Jeong Woo-yeong,kr KOR,"MF,FW",STRIKER,Union Berlin,de Bundesliga,24.0,23,17,1263,14.0,2,1.7,18,63,2,36,20,12,32,21,93,3.49,0.36,3,2.8,25,6,0.12,0.5,0.143,0.121,1.286,4.5,0.143,2.571,1.429,0.857,1.5,6.643,2.286,0.214,0.2,1.786,0.429
Chris Wood,nz NZL,FW,STRIKER,Nott'ham Forest,eng Premier League,32.0,36,35,2959,32.9,3,2.6,22,42,2,1,12,4,14,13,94,1.34,0.15,20,13.4,65,32,0.26,0.53,0.091,0.079,0.669,1.277,0.061,0.03,0.365,0.122,0.395,2.857,0.426,0.608,0.407,1.976,0.973
Lamine Yamal,es ESP,FW,WINGER,Barcelona,es La Liga,17.0,35,31,2856,31.7,13,13.9,64,160,33,108,95,161,181,316,433,5.92,0.91,9,9.8,144,46,0.06,0.2,0.41,0.438,2.019,5.047,1.041,3.407,2.997,5.079,9.968,13.659,5.71,0.284,0.309,4.543,1.451
John Yeboah,ec ECU,"FW,MF",WINGER,Venezia,it Serie A,24.0,33,11,1226,13.6,1,1.9,20,42,3,26,12,24,50,59,88,3.89,0.22,1,3.0,30,10,0.03,0.1,0.074,0.14,1.471,3.088,0.221,1.912,0.882,1.765,4.338,6.471,3.676,0.074,0.221,2.206,0.735
Bertuğ Yıldırım,tr TUR,FW,WINGER/STRIKER,Getafe,es La Liga,22.0,22,14,1083,12.0,0,1.2,9,14,0,7,9,7,8,16,48,1.75,0.08,1,2.5,19,7,0.05,0.14,0.0,0.1,0.75,1.167,0.0,0.583,0.75,0.583,1.333,4.0,0.667,0.083,0.208,1.583,0.583
Kenan Yıldız,tr TUR,"FW,MF",WINGER,Juventus,it Serie A,19.0,35,28,2402,26.7,4,5.0,57,121,9,115,52,59,115,111,223,4.87,0.37,7,4.3,61,22,0.11,0.32,0.15,0.187,2.135,4.532,0.337,4.307,1.948,2.21,4.157,8.352,4.307,0.262,0.161,2.285,0.824
Mattia Zaccagni,it ITA,FW,WINGER,Lazio,it Serie A,29.0,34,33,2686,29.8,6,4.6,55,114,10,156,39,44,91,96,264,3.59,0.3,8,6.4,46,14,0.13,0.43,0.201,0.154,1.846,3.826,0.336,5.235,1.309,1.477,3.221,8.859,3.054,0.268,0.215,1.544,0.47
Nicola Zalewski,pl POL,"DF,FW",WINGER,Roma,it Serie A,22.0,12,4,533,5.9,0,0.8,10,17,0,29,14,2,31,16,54,3.37,0.0,0,0.3,5,0,0.0,0.0,0.0,0.136,1.695,2.881,0.0,4.915,2.373,0.339,2.712,9.153,5.254,0.0,0.051,0.847,0.0
Alessandro Zanoli,it ITA,"FW,DF",WINGER/STRIKER,Genoa,it Serie A,23.0,31,19,1711,19.0,0,1.6,19,27,2,65,21,20,65,56,90,1.68,0.05,1,0.4,11,3,0.09,0.33,0.0,0.084,1.0,1.421,0.105,3.421,1.105,1.053,2.947,4.737,3.421,0.053,0.021,0.579,0.158
Duván Zapata,co COL,FW,STRIKER,Torino,it Serie A,33.0,7,7,587,6.5,0,0.5,9,7,0,3,4,1,6,9,36,3.07,0.15,3,3.4,21,8,0.14,0.38,0.0,0.077,1.385,1.077,0.0,0.462,0.615,0.154,1.385,5.538,0.923,0.462,0.523,3.231,1.231
Bryan Zaragoza,es ESP,"FW,MF",WINGER,Osasuna,es La Liga,23.0,27,22,1836,20.4,6,3.2,36,50,4,104,34,57,105,131,140,3.49,0.44,1,2.7,42,13,0.02,0.08,0.294,0.157,1.765,2.451,0.196,5.098,1.667,2.794,6.422,6.863,5.147,0.049,0.132,2.059,0.637
Anass Zaroury,ma MAR,"FW,MF",WINGER,Lens,fr Ligue 1,23.0,28,16,1405,15.6,2,2.9,35,65,3,125,34,17,49,35,107,4.61,0.26,2,1.7,35,12,0.06,0.17,0.128,0.186,2.244,4.167,0.192,8.013,2.179,1.09,2.244,6.859,3.141,0.128,0.109,2.244,0.769
Edon Zhegrova,xk KVX,"FW,MF",WINGER,Lille,fr Ligue 1,25.0,12,12,978,10.9,1,2.2,16,54,2,58,26,23,37,55,81,3.5,0.28,4,2.3,23,9,0.17,0.44,0.092,0.202,1.468,4.954,0.183,5.321,2.385,2.11,5.046,7.431,3.394,0.367,0.211,2.11,0.826
Joshua Zirkzee,nl NED,"FW,MF",WINGER/STRIKER,Manchester Utd,eng Premier League,23.0,32,14,1402,15.6,1,1.5,12,44,6,4,6,11,14,35,69,1.99,0.19,3,4.8,28,11,0.11,0.27,0.064,0.096,0.769,2.821,0.385,0.256,0.385,0.705,2.244,4.423,0.897,0.192,0.308,1.795,0.705
