Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,Cmp,Att,Cmp%,TB,Crs,CK,1/3,PPA,Touches,PrgC,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,Cmp_p90,Att_p90,TB_p90,Crs_p90,CK_p90,1/3_p90,PPA_p90,Touches_p90,PrgC_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90,Cluster
Ruben Aguilar,fr FRA,"DF,MF",CDM,Lens,fr Ligue 1,31.0,16,13,1124,12.5,2,1.9,11,74,677,843,80.3,2,47,0,44,21,996,32,9,21,101,2.08,0.4,1,0.8,11,3,0.09,0.33,34,18,13,25,23,0,0.16,0.152,0.88,5.92,54.16,67.44,0.16,3.76,0.0,3.52,1.68,79.68,2.56,0.72,1.68,8.08,0.08,0.064,0.88,0.24,2.72,1.44,1.04,2.0,1.84,0.0,0
Jean-Eudes Aholou,ci CIV,MF,CDM,Angers,fr Ligue 1,30.0,26,26,1959,21.8,0,1.0,10,68,644,764,84.3,2,2,0,46,7,1032,15,12,28,16,1.52,0.05,2,1.8,27,7,0.07,0.29,56,36,33,34,32,0,0.0,0.046,0.459,3.119,29.541,35.046,0.092,0.092,0.0,2.11,0.321,47.339,0.688,0.55,1.284,0.734,0.092,0.083,1.239,0.321,2.569,1.651,1.514,1.56,1.468,0.0,0
Ilias Akhomach,ma MAR,"MF,FW",CM,Villarreal,es La Liga,20.0,11,7,584,6.5,0,1.0,9,12,136,185,73.5,1,18,3,5,8,293,30,19,43,64,4.38,0.15,1,0.6,17,6,0.06,0.17,12,7,3,8,13,0,0.0,0.154,1.385,1.846,20.923,28.462,0.154,2.769,0.462,0.769,1.231,45.077,4.615,2.923,6.615,9.846,0.154,0.092,2.615,0.923,1.846,1.077,0.462,1.231,2.0,0.0,1
Maghnes Akliouche,fr FRA,"FW,MF",CAM,Monaco,fr Ligue 1,22.0,32,27,2406,26.7,10,7.3,49,173,989,1216,81.3,8,53,17,90,64,1566,127,50,103,226,4.45,0.71,5,9.2,61,17,0.07,0.24,51,31,15,21,13,0,0.375,0.273,1.835,6.479,37.041,45.543,0.3,1.985,0.637,3.371,2.397,58.652,4.757,1.873,3.858,8.464,0.187,0.345,2.285,0.637,1.91,1.161,0.562,0.787,0.487,0.0,2
Jean-Daniel Akpa-Akpro,ci CIV,MF,CDM,Monza,it Serie A,31.0,14,12,966,10.7,0,0.2,3,19,275,346,79.5,0,6,0,19,2,505,21,12,38,22,1.12,0.09,0,0.3,4,2,0.0,0.0,30,18,13,19,16,1,0.0,0.019,0.28,1.776,25.701,32.336,0.0,0.561,0.0,1.776,0.187,47.196,1.963,1.121,3.551,2.056,0.0,0.028,0.374,0.187,2.804,1.682,1.215,1.776,1.495,0.093,0
Carlos Alcaraz,ar ARG,"FW,MF",CAM,Everton,eng Premier League,21.0,15,7,764,8.5,3,1.6,13,42,224,278,80.6,1,11,3,20,18,378,19,9,18,21,3.89,0.71,2,1.7,26,11,0.08,0.18,11,5,5,9,10,0,0.353,0.188,1.529,4.941,26.353,32.706,0.118,1.294,0.353,2.353,2.118,44.471,2.235,1.059,2.118,2.471,0.235,0.2,3.059,1.294,1.294,0.588,0.588,1.059,1.176,0.0,2
Carles Aleñá,es ESP,"MF,FW",CDM,Getafe,es La Liga,26.0,10,5,452,5.0,0,0.1,3,12,93,117,79.5,0,6,1,9,3,163,3,3,4,10,1.6,0.0,0,0.9,5,1,0.0,0.0,6,3,0,9,7,0,0.0,0.02,0.6,2.4,18.6,23.4,0.0,1.2,0.2,1.8,0.6,32.6,0.6,0.6,0.8,2.0,0.0,0.18,1.0,0.2,1.2,0.6,0.0,1.8,1.4,0.0,0
Carles Aleñá,es ESP,"MF,FW",CM,Alavés,es La Liga,26.0,14,13,1090,12.1,2,1.3,19,58,359,472,76.1,6,31,11,35,14,590,18,12,24,43,3.64,0.33,0,0.7,15,4,0.0,0.0,19,12,2,11,4,0,0.165,0.107,1.57,4.793,29.669,39.008,0.496,2.562,0.909,2.893,1.157,48.76,1.488,0.992,1.983,3.554,0.0,0.058,1.24,0.331,1.57,0.992,0.165,0.909,0.331,0.0,1
Alfon,es ESP,"FW,MF",CM,Celta Vigo,es La Liga,25.0,26,14,1371,15.2,2,2.6,24,22,263,377,69.8,1,40,0,8,7,551,89,25,63,170,3.87,0.46,5,4.6,46,19,0.11,0.26,8,3,5,8,5,1,0.132,0.171,1.579,1.447,17.303,24.803,0.066,2.632,0.0,0.526,0.461,36.25,5.855,1.645,4.145,11.184,0.329,0.303,3.026,1.25,0.526,0.197,0.329,0.526,0.329,0.066,1
Mohamed Ali Cho,fr FRA,"FW,MF",CM,Nice,fr Ligue 1,20.0,27,21,1621,18.0,4,4.0,30,59,338,481,70.3,9,51,9,23,36,720,81,20,70,133,3.28,0.61,3,4.0,36,15,0.08,0.2,13,9,5,17,8,0,0.222,0.222,1.667,3.278,18.778,26.722,0.5,2.833,0.5,1.278,2.0,40.0,4.5,1.111,3.889,7.389,0.167,0.222,2.0,0.833,0.722,0.5,0.278,0.944,0.444,0.0,1
Thiago Almada,ar ARG,"MF,FW",CAM,Lyon,fr Ligue 1,23.0,16,9,951,10.6,4,2.6,22,97,635,748,84.9,5,47,35,58,20,831,38,8,14,50,4.92,1.04,1,2.0,23,5,0.04,0.2,14,8,7,2,6,3,0.377,0.245,2.075,9.151,59.906,70.566,0.472,4.434,3.302,5.472,1.887,78.396,3.585,0.755,1.321,4.717,0.094,0.189,2.17,0.472,1.321,0.755,0.66,0.189,0.566,0.283,2
Domingos André Ribeiro Almeida,pt POR,"MF,FW",CAM,Valencia,es La Liga,24.0,34,24,1977,22.0,4,3.2,43,142,798,947,84.3,7,67,34,96,24,1162,45,22,54,77,3.92,0.27,0,1.2,18,5,0.0,0.0,48,32,8,21,14,1,0.182,0.145,1.955,6.455,36.273,43.045,0.318,3.045,1.545,4.364,1.091,52.818,2.045,1.0,2.455,3.5,0.0,0.055,0.818,0.227,2.182,1.455,0.364,0.955,0.636,0.045,2
Pontus Almqvist,se SWE,"FW,MF",CM,Parma,it Serie A,25.0,29,10,1112,12.4,1,1.3,10,12,215,297,72.4,0,11,0,4,4,462,42,20,50,85,2.1,0.16,1,2.1,26,9,0.04,0.11,17,13,19,13,8,0,0.081,0.105,0.806,0.968,17.339,23.952,0.0,0.887,0.0,0.323,0.323,37.258,3.387,1.613,4.032,6.855,0.081,0.169,2.097,0.726,1.371,1.048,1.532,1.048,0.645,0.0,1
Sergi Altimira,es ESP,MF,CDM,Betis,es La Liga,22.0,32,22,1972,21.9,1,1.7,22,99,1123,1258,89.3,4,5,0,91,13,1521,25,16,24,30,2.37,0.05,0,1.7,21,4,0.0,0.0,61,37,24,28,43,3,0.046,0.078,1.005,4.521,51.279,57.443,0.183,0.228,0.0,4.155,0.594,69.452,1.142,0.731,1.096,1.37,0.0,0.078,0.959,0.183,2.785,1.689,1.096,1.279,1.963,0.137,0
Edson Álvarez,mx MEX,MF,CDM,West Ham,eng Premier League,26.0,28,20,1772,19.7,1,0.8,12,85,861,1003,85.8,3,6,0,92,12,1239,24,14,33,18,1.42,0.1,0,0.4,12,1,0.0,0.0,50,27,18,23,46,1,0.051,0.041,0.609,4.315,43.706,50.914,0.152,0.305,0.0,4.67,0.609,62.893,1.218,0.711,1.675,0.914,0.0,0.02,0.609,0.051,2.538,1.371,0.914,1.168,2.335,0.051,0
Hugo Álvarez,es ESP,"MF,DF",CM,Celta Vigo,es La Liga,21.0,26,16,1572,17.5,3,1.1,17,60,799,1013,78.9,0,31,10,35,15,1214,74,32,72,171,2.63,0.52,4,2.5,25,9,0.16,0.44,26,9,8,19,29,1,0.171,0.063,0.971,3.429,45.657,57.886,0.0,1.771,0.571,2.0,0.857,69.371,4.229,1.829,4.114,9.771,0.229,0.143,1.429,0.514,1.486,0.514,0.457,1.086,1.657,0.057,1
Selim Amallah,ma MAR,MF,CM,Valladolid,es La Liga,27.0,24,18,1376,15.3,1,1.1,13,57,318,406,78.3,3,31,18,42,11,607,24,33,68,27,2.09,0.07,3,3.5,21,7,0.1,0.29,30,18,14,24,5,1,0.065,0.072,0.85,3.725,20.784,26.536,0.196,2.026,1.176,2.745,0.719,39.673,1.569,2.157,4.444,1.765,0.196,0.229,1.373,0.458,1.961,1.176,0.915,1.569,0.327,0.065,1
Nadiem Amiri,de GER,MF,CAM,Mainz 05,de Bundesliga,27.0,30,30,2473,27.5,5,6.6,63,204,1371,1781,77.0,10,166,113,173,57,2093,50,32,67,64,4.33,0.55,7,5.5,60,24,0.08,0.21,50,23,16,19,30,2,0.182,0.24,2.291,7.418,49.855,64.764,0.364,6.036,4.109,6.291,2.073,76.109,1.818,1.164,2.436,2.327,0.255,0.2,2.182,0.873,1.818,0.836,0.582,0.691,1.091,0.073,2
Mathis Amougou,fr FRA,MF,CDM,Saint-Étienne,fr Ligue 1,18.0,17,9,859,9.5,0,0.4,7,36,232,301,77.1,1,1,0,23,4,407,8,5,16,17,1.78,0.0,0,0.5,7,1,0.0,0.0,21,15,12,10,4,0,0.0,0.042,0.737,3.789,24.421,31.684,0.105,0.105,0.0,2.421,0.421,42.842,0.842,0.526,1.684,1.789,0.0,0.053,0.737,0.105,2.211,1.579,1.263,1.053,0.421,0.0,0
Elliot Anderson,eng ENG,MF,CDM,Nott'ham Forest,eng Premier League,21.0,37,33,2728,30.3,6,3.3,37,143,1085,1386,78.3,7,86,48,121,19,1831,52,36,75,94,2.87,0.33,2,2.1,40,7,0.05,0.29,92,56,31,48,76,4,0.198,0.109,1.221,4.719,35.809,45.743,0.231,2.838,1.584,3.993,0.627,60.429,1.716,1.188,2.475,3.102,0.066,0.069,1.32,0.231,3.036,1.848,1.023,1.584,2.508,0.132,0
André,br BRA,MF,CDM,Wolves,eng Premier League,23.0,33,31,2472,27.5,0,0.8,18,109,1247,1342,92.9,5,0,0,111,5,1623,10,16,32,11,1.78,0.11,0,0.4,10,1,0.0,0.0,91,55,37,42,30,1,0.0,0.029,0.655,3.964,45.345,48.8,0.182,0.0,0.0,4.036,0.182,59.018,0.364,0.582,1.164,0.4,0.0,0.015,0.364,0.036,3.309,2.0,1.345,1.527,1.091,0.036,0
Benjamin André,fr FRA,MF,CDM,Lille,fr Ligue 1,33.0,30,30,2692,29.9,3,1.9,21,209,1586,1911,83.0,1,16,0,207,18,2267,29,9,22,72,1.77,0.3,0,1.4,16,4,0.0,0.0,103,57,48,42,56,0,0.1,0.064,0.702,6.99,53.043,63.913,0.033,0.535,0.0,6.923,0.602,75.819,0.97,0.301,0.736,2.408,0.0,0.047,0.535,0.134,3.445,1.906,1.605,1.405,1.873,0.0,0
Robert Andrich,de GER,"MF,DF",CDM,Leverkusen,de Bundesliga,29.0,23,19,1598,17.8,2,0.3,9,65,865,978,88.4,2,12,0,65,8,1114,8,2,5,17,1.86,0.23,2,1.3,21,5,0.1,0.4,24,12,29,16,23,0,0.112,0.017,0.506,3.652,48.596,54.944,0.112,0.674,0.0,3.652,0.449,62.584,0.449,0.112,0.281,0.955,0.112,0.073,1.18,0.281,1.348,0.674,1.629,0.899,1.292,0.0,0
Faustino Anjorin,eng ENG,MF,CDM,Empoli,it Serie A,22.0,22,14,1114,12.4,3,1.7,17,55,355,441,80.5,2,17,8,44,13,628,28,16,41,35,2.59,0.4,2,0.9,23,7,0.09,0.29,29,13,13,18,20,0,0.242,0.137,1.371,4.435,28.629,35.565,0.161,1.371,0.645,3.548,1.048,50.645,2.258,1.29,3.306,2.823,0.161,0.073,1.855,0.565,2.339,1.048,1.048,1.452,1.613,0.0,0
Antoniu,es ESP,"FW,MF",CM,Espanyol,es La Liga,21.0,26,13,1022,11.4,1,1.1,7,28,148,221,67.0,4,20,0,10,7,369,35,29,54,63,2.11,0.09,0,0.9,10,4,0.0,0.0,21,10,8,14,11,1,0.088,0.096,0.614,2.456,12.982,19.386,0.351,1.754,0.0,0.877,0.614,32.368,3.07,2.544,4.737,5.526,0.0,0.079,0.877,0.351,1.842,0.877,0.702,1.228,0.965,0.088,1
Anuar,ma MAR,"MF,FW",CDM,Valladolid,es La Liga,29.0,26,21,1720,19.1,0,1.2,7,30,411,505,81.4,1,22,1,19,3,705,24,7,24,68,1.31,0.21,2,1.7,11,5,0.18,0.4,38,27,18,24,26,1,0.0,0.063,0.366,1.571,21.518,26.44,0.052,1.152,0.052,0.995,0.157,36.911,1.257,0.366,1.257,3.56,0.105,0.089,0.576,0.262,1.99,1.414,0.942,1.257,1.361,0.052,0
Mauro Arambarri,uy URU,MF,CM,Getafe,es La Liga,28.0,35,31,2661,29.6,0,0.6,17,75,586,800,73.3,2,14,1,74,4,1146,17,18,34,55,1.83,0.1,10,8.2,53,16,0.13,0.44,48,29,15,35,46,0,0.0,0.02,0.574,2.534,19.797,27.027,0.068,0.473,0.034,2.5,0.135,38.716,0.574,0.608,1.149,1.858,0.338,0.277,1.791,0.541,1.622,0.98,0.507,1.182,1.554,0.0,1
Joe Aribo,ng NGA,"MF,DF",CDM,Southampton,eng Premier League,28.0,32,21,2013,22.4,0,1.6,16,75,929,1046,88.8,2,10,0,51,4,1271,36,21,49,65,1.66,0.04,3,2.7,17,7,0.18,0.43,47,33,20,28,32,3,0.0,0.071,0.714,3.348,41.473,46.696,0.089,0.446,0.0,2.277,0.179,56.741,1.607,0.938,2.188,2.902,0.134,0.121,0.759,0.312,2.098,1.473,0.893,1.25,1.429,0.134,0
Adam Armstrong,eng ENG,"FW,MF",CM,Southampton,eng Premier League,27.0,20,15,1248,13.9,2,1.2,9,21,231,288,80.2,0,14,0,10,8,377,25,6,14,79,1.37,0.29,2,3.3,25,7,0.08,0.29,12,3,3,6,8,0,0.144,0.086,0.647,1.511,16.619,20.719,0.0,1.007,0.0,0.719,0.576,27.122,1.799,0.432,1.007,5.683,0.144,0.237,1.799,0.504,0.863,0.216,0.216,0.432,0.576,0.0,1
Hákon Arnar Haraldsson,is ISL,"MF,FW",CAM,Lille,fr Ligue 1,21.0,25,21,1755,19.5,3,2.8,35,102,751,946,79.4,5,59,35,64,42,1136,52,27,49,143,3.59,0.36,5,3.8,35,13,0.14,0.38,36,16,8,10,6,0,0.154,0.144,1.795,5.231,38.513,48.513,0.256,3.026,1.795,3.282,2.154,58.256,2.667,1.385,2.513,7.333,0.256,0.195,1.795,0.667,1.846,0.821,0.41,0.513,0.308,0.0,2
Maximilian Arnold,de GER,MF,CDM,Wolfsburg,de Bundesliga,30.0,28,27,2356,26.2,5,3.5,45,128,1049,1358,77.2,3,152,84,132,19,1576,9,1,6,16,3.17,0.38,3,0.9,27,12,0.11,0.25,34,20,24,21,70,2,0.191,0.134,1.718,4.885,40.038,51.832,0.115,5.802,3.206,5.038,0.725,60.153,0.344,0.038,0.229,0.611,0.115,0.034,1.031,0.458,1.298,0.763,0.916,0.802,2.672,0.076,0
Jann-Fiete Arp,de GER,"FW,MF",CM,Holstein Kiel,de Bundesliga,24.0,23,3,713,7.9,0,1.0,11,21,102,174,58.6,1,24,7,7,12,303,14,14,32,66,4.17,0.38,2,3.8,20,9,0.05,0.11,13,10,3,6,8,1,0.0,0.127,1.392,2.658,12.911,22.025,0.127,3.038,0.886,0.886,1.519,38.354,1.772,1.772,4.051,8.354,0.253,0.481,2.532,1.139,1.646,1.266,0.38,0.759,1.013,0.127,1
Takuma Asano,jp JPN,"FW,MF",CM,Mallorca,es La Liga,29.0,21,13,1054,11.7,1,0.7,6,20,148,219,67.6,0,20,0,8,3,356,28,6,25,76,1.88,0.17,2,2.7,28,8,0.07,0.25,13,9,6,7,9,0,0.085,0.06,0.513,1.709,12.65,18.718,0.0,1.709,0.0,0.684,0.256,30.427,2.393,0.513,2.137,6.496,0.171,0.231,2.393,0.684,1.111,0.769,0.513,0.598,0.769,0.0,1
Marco Asensio,es ESP,MF,CM,Aston Villa,eng Premier League,28.0,13,9,743,8.3,1,1.0,16,45,242,313,77.3,2,38,23,20,11,386,22,12,19,38,4.24,0.36,3,4.4,22,9,0.14,0.33,7,5,2,7,3,0,0.12,0.12,1.928,5.422,29.157,37.711,0.241,4.578,2.771,2.41,1.325,46.506,2.651,1.446,2.289,4.578,0.361,0.53,2.651,1.084,0.843,0.602,0.241,0.843,0.361,0.0,1
Marco Asensio,es ESP,"FW,MF",CAM,Paris S-G,fr Ligue 1,28.0,12,8,618,6.9,4,2.7,16,36,291,335,86.9,4,13,6,31,4,377,19,4,8,49,5.39,1.02,2,5.6,26,14,0.08,0.14,4,3,0,1,1,0,0.58,0.391,2.319,5.217,42.174,48.551,0.58,1.884,0.87,4.493,0.58,54.638,2.754,0.58,1.159,7.101,0.29,0.812,3.768,2.029,0.58,0.435,0.0,0.145,0.145,0.0,2
Kristjan Asllani,al ALB,MF,CAM,Inter,it Serie A,22.0,21,10,980,10.9,2,1.9,15,55,868,973,89.2,6,43,29,74,18,1061,7,1,6,20,2.82,0.27,2,2.5,14,3,0.0,0.0,14,3,9,8,13,1,0.183,0.174,1.376,5.046,79.633,89.266,0.55,3.945,2.661,6.789,1.651,97.339,0.642,0.092,0.55,1.835,0.183,0.229,1.284,0.275,1.284,0.275,0.826,0.734,1.193,0.092,2
Iago Aspas,es ESP,"FW,MF",CAM,Celta Vigo,es La Liga,36.0,30,19,1745,19.4,5,4.6,38,132,661,877,75.4,20,15,4,74,35,1038,50,15,27,143,3.82,0.67,10,8.7,46,18,0.11,0.28,13,8,8,18,5,0,0.258,0.237,1.959,6.804,34.072,45.206,1.031,0.773,0.206,3.814,1.804,53.505,2.577,0.773,1.392,7.371,0.515,0.448,2.371,0.928,0.67,0.412,0.412,0.928,0.258,0.0,2
Yaser Asprilla,co COL,"FW,MF",CAM,Girona,es La Liga,20.0,27,15,1405,15.6,1,2.8,24,77,471,653,72.1,6,93,24,35,38,831,72,29,64,140,3.91,0.45,3,2.1,38,11,0.08,0.27,22,12,7,14,7,1,0.064,0.179,1.538,4.936,30.192,41.859,0.385,5.962,1.538,2.244,2.436,53.269,4.615,1.859,4.103,8.974,0.192,0.135,2.436,0.705,1.41,0.769,0.449,0.897,0.449,0.064,2
Lorenz Assignon,tg TOG,"DF,MF",CDM,Rennes,fr Ligue 1,24.0,32,27,2357,26.2,4,3.5,29,116,1015,1301,78.0,3,70,1,70,28,1638,98,28,77,206,2.56,0.38,3,2.2,22,5,0.14,0.6,49,27,25,20,74,0,0.153,0.134,1.107,4.427,38.74,49.656,0.115,2.672,0.038,2.672,1.069,62.519,3.74,1.069,2.939,7.863,0.115,0.084,0.84,0.191,1.87,1.031,0.954,0.763,2.824,0.0,0
Valentin Atangana Edoa,fr FRA,MF,CDM,Reims,fr Ligue 1,18.0,34,33,2854,31.7,0,1.1,12,93,908,1056,86.0,2,17,0,66,8,1433,41,14,48,38,1.55,0.03,1,2.5,33,6,0.03,0.17,69,50,37,31,64,0,0.0,0.035,0.379,2.934,28.644,33.312,0.063,0.536,0.0,2.082,0.252,45.205,1.293,0.442,1.514,1.199,0.032,0.079,1.041,0.189,2.177,1.577,1.167,0.978,2.019,0.0,0
Arthur Atta,fr FRA,"MF,FW",CM,Udinese,it Serie A,21.0,27,12,1251,13.9,1,1.4,18,57,509,633,80.4,1,24,3,42,8,813,31,27,61,77,3.31,0.14,0,1.3,26,7,0.0,0.0,20,12,7,9,15,1,0.072,0.101,1.295,4.101,36.619,45.54,0.072,1.727,0.216,3.022,0.576,58.489,2.23,1.942,4.388,5.54,0.0,0.094,1.871,0.504,1.439,0.863,0.504,0.647,1.079,0.072,1
Yasin Ayari,se SWE,MF,CDM,Brighton,eng Premier League,20.0,34,22,1965,21.8,1,2.3,30,75,793,973,81.5,10,69,37,55,18,1233,30,18,45,61,2.79,0.27,2,2.4,28,8,0.07,0.25,59,32,20,24,26,0,0.046,0.106,1.376,3.44,36.376,44.633,0.459,3.165,1.697,2.523,0.826,56.56,1.376,0.826,2.064,2.798,0.092,0.11,1.284,0.367,2.706,1.468,0.917,1.101,1.193,0.0,0
Jordan Ayew,gh GHA,"FW,MF",CM,Leicester City,eng Premier League,32.0,30,19,1638,18.2,0,1.1,16,46,401,540,74.3,3,60,28,25,14,798,49,26,64,86,2.25,0.11,5,3.2,31,8,0.13,0.5,27,15,12,21,19,0,0.0,0.06,0.879,2.527,22.033,29.67,0.165,3.297,1.538,1.374,0.769,43.846,2.692,1.429,3.516,4.725,0.275,0.176,1.703,0.44,1.484,0.824,0.659,1.154,1.044,0.0,1
Neil El Aynaoui,fr FRA,MF,CDM,Lens,fr Ligue 1,23.0,24,17,1588,17.6,1,2.0,22,75,816,966,84.5,4,65,54,76,7,1196,11,5,21,29,2.38,0.11,8,4.0,16,7,0.31,0.71,39,21,30,34,29,0,0.057,0.114,1.25,4.261,46.364,54.886,0.227,3.693,3.068,4.318,0.398,67.955,0.625,0.284,1.193,1.648,0.455,0.227,0.909,0.398,2.216,1.193,1.705,1.932,1.648,0.0,0
Shavy Babicka,ga GAB,"MF,FW",CM,Toulouse,fr Ligue 1,24.0,30,11,1186,13.2,2,1.6,13,21,196,292,67.1,1,39,0,8,13,428,36,11,37,122,2.2,0.38,4,3.9,20,9,0.2,0.44,21,12,3,14,4,3,0.152,0.121,0.985,1.591,14.848,22.121,0.076,2.955,0.0,0.606,0.985,32.424,2.727,0.833,2.803,9.242,0.303,0.295,1.515,0.682,1.591,0.909,0.227,1.061,0.303,0.227,1
Milan Badelj,hr CRO,MF,CDM,Genoa,it Serie A,35.0,23,21,1472,16.4,0,1.1,12,83,681,836,81.5,4,5,2,73,10,1014,8,9,20,14,1.59,0.06,1,1.0,14,2,0.07,0.5,29,16,20,19,43,0,0.0,0.067,0.732,5.061,41.524,50.976,0.244,0.305,0.122,4.451,0.61,61.829,0.488,0.549,1.22,0.854,0.061,0.061,0.854,0.122,1.768,0.976,1.22,1.159,2.622,0.0,0
Alex Baena,es ESP,"MF,FW",CAM,Villarreal,es La Liga,23.0,32,30,2595,28.8,9,11.7,95,189,857,1287,66.6,22,207,107,95,72,1569,91,21,56,154,5.86,0.73,7,7.1,69,17,0.1,0.41,28,15,22,29,22,2,0.312,0.406,3.299,6.562,29.757,44.688,0.764,7.188,3.715,3.299,2.5,54.479,3.16,0.729,1.944,5.347,0.243,0.247,2.396,0.59,0.972,0.521,0.764,1.007,0.764,0.069,2
Leon Bailey,jm JAM,"FW,MF",CM,Aston Villa,eng Premier League,26.0,24,14,1139,12.7,2,1.5,16,35,277,390,71.0,5,34,17,16,20,545,58,22,57,121,3.01,0.32,1,1.7,28,6,0.04,0.17,7,5,3,6,12,0,0.157,0.118,1.26,2.756,21.811,30.709,0.394,2.677,1.339,1.26,1.575,42.913,4.567,1.732,4.488,9.528,0.079,0.134,2.205,0.472,0.551,0.394,0.236,0.472,0.945,0.0,1
Stefan Bajcetic,es ESP,"MF,DF",CDM,Las Palmas,es La Liga,19.0,14,12,969,10.8,0,0.2,7,39,300,418,71.8,0,4,1,28,8,570,8,11,24,9,1.3,0.09,1,0.3,5,2,0.2,0.5,29,14,15,25,26,1,0.0,0.019,0.648,3.611,27.778,38.704,0.0,0.37,0.093,2.593,0.741,52.778,0.741,1.019,2.222,0.833,0.093,0.028,0.463,0.185,2.685,1.296,1.389,2.315,2.407,0.093,0
Ridle Baku,de GER,"FW,MF",CDM,Wolfsburg,de Bundesliga,26.0,15,14,1170,13.0,1,1.3,13,44,381,514,74.1,3,37,0,33,14,646,16,9,20,78,2.38,0.31,2,1.5,18,6,0.11,0.33,23,15,15,22,15,0,0.077,0.1,1.0,3.385,29.308,39.538,0.231,2.846,0.0,2.538,1.077,49.692,1.231,0.692,1.538,6.0,0.154,0.115,1.385,0.462,1.769,1.154,1.154,1.692,1.154,0.0,0
Ridle Baku,de GER,"DF,MF",CDM,RB Leipzig,de Bundesliga,26.0,19,15,1275,14.2,3,1.5,14,41,480,638,75.2,5,34,0,34,17,796,21,16,24,97,2.12,0.42,2,1.4,17,5,0.12,0.4,24,19,9,18,45,0,0.211,0.106,0.986,2.887,33.803,44.93,0.352,2.394,0.0,2.394,1.197,56.056,1.479,1.127,1.69,6.831,0.141,0.099,1.197,0.352,1.69,1.338,0.634,1.268,3.169,0.0,0
Dilane Bakwa,fr FRA,"MF,DF",CAM,Strasbourg,fr Ligue 1,21.0,30,29,2497,27.7,8,6.6,47,129,808,1109,72.9,11,153,62,67,40,1420,107,50,127,249,3.97,0.58,6,4.7,52,22,0.12,0.27,26,14,15,21,27,0,0.289,0.238,1.697,4.657,29.17,40.036,0.397,5.523,2.238,2.419,1.444,51.264,3.863,1.805,4.585,8.989,0.217,0.17,1.877,0.794,0.939,0.505,0.542,0.758,0.975,0.0,2
Tommaso Baldanzi,it ITA,"MF,FW",CM,Roma,it Serie A,21.0,31,5,832,9.2,1,1.0,10,23,305,363,84.0,4,7,0,22,6,472,39,17,39,57,3.89,0.43,1,1.4,20,4,0.05,0.25,12,4,6,4,8,0,0.109,0.109,1.087,2.5,33.152,39.457,0.435,0.761,0.0,2.391,0.652,51.304,4.239,1.848,4.239,6.196,0.109,0.152,2.174,0.435,1.304,0.435,0.652,0.435,0.87,0.0,1
Carlos Baleba,cm CMR,MF,CDM,Brighton,eng Premier League,20.0,34,31,2661,29.6,1,1.3,21,118,1149,1314,87.4,7,9,0,109,23,1697,43,33,57,29,2.23,0.14,3,3.1,44,11,0.07,0.27,79,46,46,47,44,1,0.034,0.044,0.709,3.986,38.818,44.392,0.236,0.304,0.0,3.682,0.777,57.331,1.453,1.115,1.926,0.98,0.101,0.105,1.486,0.372,2.669,1.554,1.554,1.588,1.486,0.034,0
Fodé Ballo-Touré,sn SEN,"DF,MF",CDM,Le Havre,fr Ligue 1,27.0,10,9,589,6.5,0,0.1,1,13,259,311,83.3,0,21,1,20,2,377,15,5,14,14,0.61,0.15,0,0.0,0,0,0.0,0.0,8,7,4,8,27,0,0.0,0.015,0.154,2.0,39.846,47.846,0.0,3.231,0.154,3.077,0.308,58.0,2.308,0.769,2.154,2.154,0.0,0.0,0.0,0.0,1.231,1.077,0.615,1.231,4.154,0.0,0
Jonathan Bamba,ci CIV,"FW,MF",CM,Celta Vigo,es La Liga,28.0,12,10,811,9.0,1,1.8,12,30,287,364,78.8,3,25,1,20,13,468,31,15,38,71,3.11,0.44,0,0.8,13,6,0.0,0.0,12,7,5,6,6,0,0.111,0.2,1.333,3.333,31.889,40.444,0.333,2.778,0.111,2.222,1.444,52.0,3.444,1.667,4.222,7.889,0.0,0.089,1.444,0.667,1.333,0.778,0.556,0.667,0.667,0.0,1
Lameck Banda,zm ZAM,"FW,MF",CM,Lecce,it Serie A,23.0,15,6,610,6.8,1,1.1,11,7,125,162,77.2,2,26,2,3,8,252,27,10,28,46,3.39,0.15,0,1.2,17,4,0.0,0.0,8,5,2,7,8,1,0.147,0.162,1.618,1.029,18.382,23.824,0.294,3.824,0.294,0.441,1.176,37.059,3.971,1.471,4.118,6.765,0.0,0.176,2.5,0.588,1.176,0.735,0.294,1.029,1.176,0.147,1
Valentín Barco,ar ARG,"MF,DF",CDM,Strasbourg,fr Ligue 1,20.0,14,14,1157,12.9,2,1.5,8,64,644,777,82.9,2,31,2,54,9,928,20,9,20,55,1.56,0.47,0,0.5,10,1,0.0,0.0,36,22,13,8,28,1,0.155,0.116,0.62,4.961,49.922,60.233,0.155,2.403,0.155,4.186,0.698,71.938,1.55,0.698,1.55,4.264,0.0,0.039,0.775,0.078,2.791,1.705,1.008,0.62,2.171,0.078,0
